"","X","Date","Match.ID","Team.Name","Player.Name","Game..","Mode","Map.Name","Win.Team","Rnds.Won","K.D","Kills","Deaths","Assist","Total.Dmg","Shots.per.Kill","Kills.Min","Deaths.Min","Dmg.Min","Total.Time.Alive","Total.First.Bloods","Total.First.Bloods.Deaths","Total.Hill.Time","Total.Rotation.Kills","Total.Rotation.Deaths","Total.Tacticals.Used","Total.Objective.Tiers.Contributed","Total.Untraded.Kills","Total.Untraded.Deaths","Total.Traded.Kills","Total.Traded.Deaths","Total.Shots.Hit","Total.Shots.Head","Total.Game.Win","Total.Game.Loss","Rnd.Lost","Total.Game.Score","Total.Game.Plus.Minus","Total.Dmg.Dealt","Duration","Stage","Opponent.Name","Total.Opp.Game.Score"
"1706",1810,"5/5/2023",8811,"TOR","CleanX",1,"S&D","Embassy","TOR",6,0.75,6,8,0,631,13.83,0.5,0.67,52.58,313.424,2,3,"0",0,0,4,0,2,6,3,2,27,0,1,0,3,6,3,"631",313,"Stage5","SEA",0
"1707",1811,"5/5/2023",8811,"TOR","Hicksy",1,"S&D","Embassy","TOR",6,0.63,5,8,0,739,23.4,0.42,0.67,61.58,369.952,0,1,"0",0,0,5,0,2,6,2,1,27,2,1,0,3,6,3,"739",370,"Stage5","SEA",0
"1708",1812,"5/5/2023",8811,"TOR","Insight",1,"S&D","Embassy","TOR",6,1.4,7,5,1,1068,26.86,0.58,0.42,89,494.032,1,1,"0",0,0,6,0,5,3,1,0,34,7,1,0,3,6,3,"1068",494,"Stage5","SEA",0
"1709",1813,"5/5/2023",8811,"TOR","Scrap",1,"S&D","Embassy","TOR",6,1.8,9,5,1,1176,11.44,0.75,0.42,98,459.936,0,1,"0",0,0,2,0,6,4,1,0,10,7,1,0,3,6,3,"1176",460,"Stage5","SEA",0
"1710",1814,"5/5/2023",8811,"SEA","Accuracy",0,"Hardpoint","Breenbergh Hotel","TOR",0,0.69,18,26,9,2673,19.56,2,2.89,297,446.496,1,0,"0",4,6,16,0,10,22,8,4,96,12,0,1,1,168,82,"2673",446,"Stage5","TOR",3
"1711",1815,"5/5/2023",8811,"SEA","Mack",0,"Hardpoint","Breenbergh Hotel","TOR",0,0.73,19,26,10,2597,20.89,2.11,2.89,288.56,448.064,0,0,"0",4,2,9,0,12,19,7,7,106,10,0,1,1,168,82,"2597",448,"Stage5","TOR",3
"1712",1816,"5/5/2023",8811,"SEA","Pred",0,"Hardpoint","Breenbergh Hotel","TOR",0,0.88,23,26,7,2535,16.43,2.56,2.89,281.67,439.36,0,0,"0",2,5,11,0,14,20,9,6,106,5,0,1,1,168,82,"2535",439,"Stage5","TOR",3
"1713",1817,"5/5/2023",8811,"SEA","Sib",0,"Hardpoint","Breenbergh Hotel","TOR",0,0.84,21,25,4,2805,16.57,2.33,2.78,311.67,445.584,0,0,"0",2,7,18,0,15,20,6,5,109,12,0,1,1,168,82,"2805",446,"Stage5","TOR",3
"1714",1818,"5/5/2023",8811,"TOR","CleanX",0,"Hardpoint","Breenbergh Hotel","TOR",1,1.38,29,21,7,3057,16.59,3.22,2.33,339.67,466.624,0,0,"0",7,4,14,0,27,13,2,8,112,18,1,0,0,250,82,"3057",467,"Stage5","SEA",0
"1715",1819,"5/5/2023",8811,"TOR","Hicksy",0,"Hardpoint","Breenbergh Hotel","TOR",1,0.86,19,22,10,2513,17.21,2.11,2.44,279.22,455.008,0,1,"0",4,5,13,0,15,13,4,9,97,22,1,0,0,250,82,"2513",455,"Stage5","SEA",0
"1716",1820,"5/5/2023",8811,"TOR","Insight",0,"Hardpoint","Breenbergh Hotel","TOR",1,1.5,27,18,13,2909,16.67,3,2,323.22,429.456,0,0,"0",5,1,12,0,20,10,7,8,104,8,1,0,0,250,82,"2909",429,"Stage5","SEA",0
"1717",1821,"5/5/2023",8811,"TOR","Scrap",0,"Hardpoint","Breenbergh Hotel","TOR",1,1.4,28,20,10,3567,16,3.11,2.22,396.33,456.4,0,0,"0",4,2,5,0,19,15,9,5,33,12,1,0,0,250,82,"3567",456,"Stage5","SEA",0
"1718",1822,"5/5/2023",8810,"LV","Clayster",4,"S&D","Breenbergh Hotel","TX",5,0.63,5,8,1,899,39.6,0.28,0.44,49.94,708.688,0,1,"0",0,0,10,0,3,6,0,0,32,5,0,1,6,5,1,"899",709,"Stage5","TX",6
"1719",1823,"5/5/2023",8810,"LV","Standy",4,"S&D","Breenbergh Hotel","TX",5,0.63,5,8,1,795,21.8,0.28,0.44,44.17,734.016,1,2,"0",0,0,7,0,5,7,0,0,28,0,0,1,6,5,1,"795",734,"Stage5","TX",6
"1720",1824,"5/5/2023",8810,"LV","TJHaLy",4,"S&D","Breenbergh Hotel","TX",5,1.5,9,6,0,1092,16.89,0.5,0.33,60.67,822.176,1,1,"0",0,0,9,0,7,5,1,0,48,3,0,1,6,5,1,"1092",822,"Stage5","TX",6
"1721",1825,"5/5/2023",8810,"LV","Temp",4,"S&D","Breenbergh Hotel","TX",5,0.6,6,10,4,1284,44.83,0.33,0.56,71.33,780.048,2,2,"0",0,0,10,0,4,8,2,0,43,5,0,1,6,5,1,"1284",780,"Stage5","TX",6
"1722",1826,"5/5/2023",8810,"TX","Ghosty",4,"S&D","Breenbergh Hotel","TX",6,0.86,6,7,3,1298,37.33,0.33,0.39,72.11,765.984,1,1,"0",0,0,11,0,4,6,0,1,41,1,1,0,5,6,1,"1298",766,"Stage5","LV",5
"1723",1827,"5/5/2023",8810,"TX","Huke",4,"S&D","Breenbergh Hotel","TX",6,1.17,7,6,1,894,17.71,0.39,0.33,49.67,777.872,0,1,"0",0,0,10,0,7,4,0,1,35,1,1,0,5,6,1,"894",778,"Stage5","LV",5
"1724",1828,"5/5/2023",8810,"TX","Shotzzy",4,"S&D","Breenbergh Hotel","TX",6,1.33,8,6,4,903,16.13,0.44,0.33,50.17,681.456,2,1,"0",0,0,10,0,6,5,0,1,31,1,1,0,5,6,1,"903",681,"Stage5","LV",5
"1725",1829,"5/5/2023",8810,"LV","Clayster",3,"Hardpoint","Breenbergh Hotel","TX",0,0.57,13,23,11,2330,26.46,1.3,2.3,233,488.448,0,0,"0",2,2,13,0,9,19,4,4,77,11,0,1,1,175,75,"2330",488,"Stage5","TX",6
"1726",1830,"5/5/2023",8810,"LV","Standy",3,"Hardpoint","Breenbergh Hotel","TX",0,0.83,19,23,3,2245,14.32,1.9,2.3,224.5,497.824,0,0,"0",4,5,15,0,12,16,7,7,97,9,0,1,1,175,75,"2245",498,"Stage5","TX",6
"1727",1831,"5/5/2023",8810,"LV","TJHaLy",3,"Hardpoint","Breenbergh Hotel","TX",0,1.21,29,24,8,3307,14.72,2.9,2.4,330.7,481.04,0,0,"0",8,6,10,0,17,19,12,5,127,14,0,1,1,175,75,"3307",481,"Stage5","TX",6
"1728",1832,"5/5/2023",8810,"LV","Temp",3,"Hardpoint","Breenbergh Hotel","TX",0,1.25,25,20,10,3082,16.48,2.5,2,308.2,503.872,1,0,"0",2,6,17,0,20,11,6,9,101,10,0,1,1,175,75,"3082",504,"Stage5","TX",6
"1729",1833,"5/5/2023",8810,"TX","Ghosty",3,"Hardpoint","Breenbergh Hotel","TX",1,0.65,15,23,13,2351,25.4,1.5,2.3,235.1,495.728,0,0,"0",5,5,16,0,12,13,3,10,79,4,1,0,0,250,75,"2351",496,"Stage5","LV",5
"1730",1834,"5/5/2023",8810,"TX","Huke",3,"Hardpoint","Breenbergh Hotel","TX",1,1,23,23,9,2721,15.74,2.3,2.3,272.1,480.592,0,1,"0",4,5,16,0,15,19,8,4,109,4,1,0,0,250,75,"2721",481,"Stage5","LV",5
"1731",1835,"5/5/2023",8810,"TX","Shotzzy",3,"Hardpoint","Breenbergh Hotel","TX",1,1.17,28,24,5,3070,14.46,2.8,2.4,307,488.208,0,0,"0",8,4,12,0,20,14,8,11,123,13,1,0,0,250,75,"3070",488,"Stage5","LV",5
"1732",1836,"5/5/2023",8810,"LV","Clayster",2,"Control","El Asilo","LV",2,1.38,29,21,17,4263,24.59,1.61,1.17,236.83,921.76,0,0,"0",0,0,15,4,22,16,7,5,161,17,1,0,3,3,-1,"4263",922,"Stage5","TX",6
"1733",1837,"5/5/2023",8810,"LV","Standy",2,"Control","El Asilo","LV",2,1.07,30,28,8,3499,12.67,1.67,1.56,194.39,884.512,1,2,"0",0,0,18,4,21,14,9,14,135,10,1,0,3,3,-1,"3499",885,"Stage5","TX",6
"1734",1838,"5/5/2023",8810,"LV","TJHaLy",2,"Control","El Asilo","LV",2,0.86,25,29,8,3309,16.72,1.39,1.61,183.83,879.568,0,2,"0",0,0,20,7,13,26,11,3,125,10,1,0,3,3,-1,"3309",880,"Stage5","TX",6
"1735",1839,"5/5/2023",8810,"LV","Temp",2,"Control","El Asilo","LV",2,1.6,32,20,8,3820,23.25,1.78,1.11,212.22,933.44,0,0,"0",0,0,12,3,28,15,4,5,151,11,1,0,3,3,-1,"3820",933,"Stage5","TX",6
"1736",1840,"5/5/2023",8810,"TX","Ghosty",2,"Control","El Asilo","LV",0,0.72,21,29,11,3327,24.86,1.17,1.61,184.83,890.496,1,0,"0",0,0,26,6,15,18,6,10,120,13,0,1,5,2,-1,"3327",890,"Stage5","LV",5
"1737",1841,"5/5/2023",8810,"TX","Huke",2,"Control","El Asilo","LV",0,0.72,23,32,7,2675,18.91,1.28,1.78,148.61,864.24,2,0,"0",0,0,25,5,13,27,10,5,115,7,0,1,5,2,-1,"2675",864,"Stage5","LV",5
"1738",1842,"5/5/2023",8810,"TX","Shotzzy",2,"Control","El Asilo","LV",0,1,30,30,10,3569,17.13,1.67,1.67,198.28,864.656,0,0,"0",0,0,22,13,24,23,6,7,132,12,0,1,5,2,-1,"3569",865,"Stage5","LV",5
"1739",1843,"5/5/2023",8810,"LV","Clayster",1,"S&D","Embassy","TX",4,0.63,5,8,0,480,16.6,0.29,0.47,28.24,658.464,2,1,"0",0,0,6,0,3,3,1,1,7,0,0,1,6,4,2,"480",658,"Stage5","TX",6
"1740",1844,"5/5/2023",8810,"LV","Standy",1,"S&D","Embassy","TX",4,1,9,9,0,1136,16.56,0.53,0.53,66.82,574.56,3,1,"0",0,0,5,0,5,9,3,0,48,11,0,1,6,4,2,"1136",575,"Stage5","TX",6
"1741",1845,"5/5/2023",8810,"LV","TJHaLy",1,"S&D","Embassy","TX",4,0.75,6,8,1,878,27.83,0.35,0.47,51.65,559.728,1,1,"0",0,0,7,0,5,7,1,0,34,3,0,1,6,4,2,"878",560,"Stage5","TX",6
"1742",1846,"5/5/2023",8810,"LV","Temp",1,"S&D","Embassy","TX",4,0.63,5,8,3,1228,64.4,0.29,0.47,72.24,707.696,1,0,"0",0,0,6,0,4,6,0,0,45,3,0,1,6,4,2,"1228",708,"Stage5","TX",6
"1743",1847,"5/5/2023",8810,"TX","Ghosty",1,"S&D","Embassy","TX",6,1.6,8,5,2,1222,34.13,0.47,0.29,71.88,667.84,0,2,"0",0,0,10,0,4,4,0,1,47,9,1,0,4,6,2,"1222",668,"Stage5","LV",5
"1744",1848,"5/5/2023",8810,"TX","Huke",1,"S&D","Embassy","TX",6,1,7,7,6,831,24.43,0.41,0.41,48.88,513.936,2,3,"0",0,0,7,0,6,5,0,1,33,3,1,0,4,6,2,"831",514,"Stage5","LV",5
"1745",1849,"5/5/2023",8810,"TX","Shotzzy",1,"S&D","Embassy","TX",6,1.29,9,7,1,1519,14.33,0.53,0.41,89.35,582.048,1,1,"0",0,0,7,0,8,5,1,2,41,2,1,0,4,6,2,"1519",582,"Stage5","LV",5
"1746",1850,"5/5/2023",8810,"LV","Clayster",0,"Hardpoint","Embassy","LV",1,1.58,38,24,13,3871,14.82,3.17,2,322.58,604.816,0,0,"0",6,7,17,0,30,14,8,10,140,16,1,0,0,250,-13,"3871",605,"Stage5","TX",6
"1747",1851,"5/5/2023",8810,"LV","Standy",0,"Hardpoint","Embassy","LV",1,0.78,21,27,8,2607,13.95,1.75,2.25,217.25,576.736,1,0,"0",5,7,10,0,17,19,4,8,107,7,1,0,0,250,-13,"2607",577,"Stage5","TX",6
"1748",1852,"5/5/2023",8810,"LV","TJHaLy",0,"Hardpoint","Embassy","LV",1,1.04,29,28,10,3321,16.07,2.42,2.33,276.75,566.352,0,0,"0",7,7,12,0,20,20,9,8,122,18,1,0,0,250,-13,"3321",566,"Stage5","TX",6
"1749",1853,"5/5/2023",8810,"LV","Temp",0,"Hardpoint","Embassy","LV",1,0.86,24,28,9,3286,22.21,2,2.33,273.83,576.944,0,0,"0",6,5,11,0,18,20,6,8,128,10,1,0,0,250,-13,"3286",577,"Stage5","TX",6
"1750",1854,"5/5/2023",8810,"TX","Ghosty",0,"Hardpoint","Embassy","LV",0,0.78,18,23,11,2477,20.17,1.5,1.92,206.42,613.008,0,0,"0",2,2,19,0,13,14,5,9,83,6,0,1,1,237,-13,"2477",613,"Stage5","LV",5
"1751",1855,"5/5/2023",8810,"TX","Huke",0,"Hardpoint","Embassy","LV",0,1.12,29,26,7,3310,15.9,2.42,2.17,275.83,584.624,0,1,"0",8,7,17,0,20,24,9,2,131,26,0,1,1,237,-13,"3310",585,"Stage5","LV",5
"1752",1856,"5/5/2023",8810,"TX","Shotzzy",0,"Hardpoint","Embassy","LV",0,0.87,26,30,5,3111,15.38,2.17,2.5,259.25,572.256,0,0,"0",5,6,16,0,18,22,8,8,111,11,0,1,1,237,-13,"3111",572,"Stage5","LV",5
"1753",1857,"5/5/2023",8809,"ATL","Cellium",2,"Control","El Asilo","ATL",3,1.82,20,11,5,2399,15.65,1.82,1,218.09,564.56,0,1,"0",0,0,11,5,16,7,4,4,82,6,1,0,0,3,-3,"2399",565,"Stage5","LAG",0
"1754",1858,"5/5/2023",8809,"ATL","Simp",2,"Control","El Asilo","ATL",3,1.06,19,18,7,2243,19.47,1.73,1.64,203.91,528.672,1,0,"0",0,0,14,7,13,14,5,4,86,13,1,0,0,3,-3,"2243",529,"Stage5","LAG",0
"1755",1859,"5/5/2023",8809,"ATL","SlasheR",2,"Control","El Asilo","ATL",3,1,12,12,4,1600,22.33,1.09,1.09,145.45,559.184,0,0,"0",0,0,12,7,9,8,3,4,58,6,1,0,0,3,-3,"1600",559,"Stage5","LAG",0
"1756",1860,"5/5/2023",8809,"ATL","aBeZy",2,"Control","El Asilo","ATL",3,1.85,24,13,8,3082,18.33,2.18,1.18,280.18,554.032,1,0,"0",0,0,10,4,22,8,2,5,120,8,1,0,0,3,-3,"3082",554,"Stage5","LAG",0
"1757",1861,"5/5/2023",8809,"LAG","Arcitys",2,"Control","El Asilo","ATL",0,0.57,8,14,5,1368,38.38,0.73,1.27,124.36,555.136,0,0,"0",0,0,11,2,7,12,1,1,53,4,0,1,3,0,-3,"1368",555,"Stage5","ATL",3
"1758",1862,"5/5/2023",8809,"LAG","Assault",2,"Control","El Asilo","ATL",0,0.93,14,15,4,1737,24.29,1.27,1.36,157.91,546.832,0,0,"0",0,0,10,3,13,12,1,3,66,3,0,1,3,0,-3,"1737",547,"Stage5","ATL",3
"1759",1863,"5/5/2023",8809,"LAG","Exceed",2,"Control","El Asilo","ATL",0,0.73,16,22,7,1990,16.25,1.45,2,180.91,500.208,1,0,"0",0,0,15,1,9,18,7,4,84,7,0,1,3,0,-3,"1990",500,"Stage5","ATL",3
"1760",1864,"5/5/2023",8809,"LAG","JoeDeceives",2,"Control","El Asilo","ATL",0,0.67,16,24,3,1846,17.75,1.45,2.18,167.82,499.984,0,2,"0",0,0,10,1,8,18,8,6,75,1,0,1,3,0,-3,"1846",500,"Stage5","ATL",3
"1761",1865,"5/5/2023",8809,"ATL","Cellium",1,"S&D","El Asilo","ATL",6,1.5,6,4,2,893,28.5,0.5,0.33,74.42,500.32,0,0,"0",0,0,7,0,5,2,1,2,33,3,1,0,1,6,-5,"893",500,"Stage5","LAG",0
"1762",1866,"5/5/2023",8809,"ATL","Simp",1,"S&D","El Asilo","ATL",6,1.75,7,4,2,895,12.86,0.58,0.33,74.58,466.464,3,1,"0",0,0,6,0,4,2,1,2,37,5,1,0,1,6,-5,"895",466,"Stage5","LAG",0
"1763",1867,"5/5/2023",8809,"ATL","SlasheR",1,"S&D","El Asilo","ATL",6,1.67,5,3,2,747,21,0.42,0.25,62.25,543.184,1,0,"0",0,0,7,0,2,2,1,0,30,2,1,0,1,6,-5,"747",543,"Stage5","LAG",0
"1764",1868,"5/5/2023",8809,"ATL","aBeZy",1,"S&D","El Asilo","ATL",6,0.83,5,6,3,571,21.8,0.42,0.5,47.58,375.984,0,2,"0",0,0,6,0,3,3,1,3,29,3,1,0,1,6,-5,"571",376,"Stage5","LAG",0
"1765",1869,"5/5/2023",8809,"LAG","Arcitys",1,"S&D","El Asilo","ATL",1,0.67,4,6,0,543,17.75,0.33,0.5,45.25,461.056,0,1,"0",0,0,6,0,2,3,2,1,20,0,0,1,6,1,-5,"543",461,"Stage5","ATL",3
"1766",1870,"5/5/2023",8809,"LAG","Assault",1,"S&D","El Asilo","ATL",1,0.83,5,6,0,620,16.6,0.42,0.5,51.67,477.952,1,1,"0",0,0,7,0,3,5,1,0,23,3,0,1,6,1,-5,"620",478,"Stage5","ATL",3
"1767",1871,"5/5/2023",8809,"LAG","Exceed",1,"S&D","El Asilo","ATL",1,1.2,6,5,2,785,15.17,0.5,0.42,65.42,413.92,1,1,"0",0,0,4,0,4,2,2,2,31,5,0,1,6,1,-5,"785",414,"Stage5","ATL",3
"1768",1872,"5/5/2023",8809,"LAG","JoeDeceives",1,"S&D","El Asilo","ATL",1,0.33,2,6,1,312,28.5,0.17,0.5,26,394.416,1,1,"0",0,0,6,0,0,4,2,1,13,1,0,1,6,1,-5,"312",394,"Stage5","ATL",3
"1769",1873,"5/5/2023",8809,"ATL","Cellium",0,"Hardpoint","El Bagra Fortress","ATL",1,1.1,22,20,10,3298,19.95,2.2,2,329.8,485.072,0,0,"0",3,7,18,0,18,14,4,6,115,10,1,0,0,250,-70,"3298",485,"Stage5","LAG",0
"1770",1874,"5/5/2023",8809,"ATL","Simp",0,"Hardpoint","El Bagra Fortress","ATL",1,1,20,20,8,2201,16.55,2,2,220.1,438.8,0,0,"0",6,4,14,0,15,13,5,7,95,8,1,0,0,250,-70,"2201",439,"Stage5","LAG",0
"1771",1875,"5/5/2023",8809,"ATL","SlasheR",0,"Hardpoint","El Bagra Fortress","ATL",1,1.39,25,18,6,2488,11.88,2.5,1.8,248.8,459.792,0,0,"0",6,6,12,0,19,12,7,6,94,7,1,0,0,250,-70,"2488",460,"Stage5","LAG",0
"1772",1876,"5/5/2023",8809,"ATL","aBeZy",0,"Hardpoint","El Bagra Fortress","ATL",1,0.91,21,23,9,2550,16.14,2.1,2.3,255,457.84,1,0,"0",4,8,15,0,15,19,6,4,98,12,1,0,0,250,-70,"2550",458,"Stage5","LAG",0
"1773",1877,"5/5/2023",8809,"LAG","Arcitys",0,"Hardpoint","El Bagra Fortress","ATL",0,1.4,28,20,6,3278,16,2.8,2,327.8,487.616,0,0,"0",11,4,15,0,21,15,7,5,114,10,0,1,1,180,-70,"3278",488,"Stage5","ATL",3
"1774",1878,"5/5/2023",8809,"LAG","Assault",0,"Hardpoint","El Bagra Fortress","ATL",0,0.74,14,19,8,2011,18.14,1.4,1.9,201.1,502.208,0,0,"0",3,4,14,0,10,13,4,6,66,9,0,1,1,180,-70,"2011",502,"Stage5","ATL",3
"1775",1879,"5/5/2023",8809,"LAG","Exceed",0,"Hardpoint","El Bagra Fortress","ATL",0,0.64,18,28,8,2231,15.22,1.8,2.8,223.1,454.512,0,0,"0",5,5,16,0,11,22,7,6,84,3,0,1,1,180,-70,"2231",455,"Stage5","ATL",3
"1776",1880,"5/5/2023",8809,"LAG","JoeDeceives",0,"Hardpoint","El Bagra Fortress","ATL",0,0.95,21,22,9,2375,15.71,2.1,2.2,237.5,477.984,0,1,"0",6,6,9,0,16,17,5,5,88,10,0,1,1,180,-70,"2375",478,"Stage5","ATL",3
"1777",1881,"4/23/2023",11234,"ATL","Cellium",2,"Control","El Asilo","TX",2,0.7,16,23,13,2599,23.25,1,1.44,162.44,776.8,0,1,"0",0,0,23,6,13,14,3,9,93,14,0,1,3,2,1,"2599",777,"Stage5","TX",3
"1778",1882,"4/23/2023",11234,"ATL","Simp",2,"Control","El Asilo","TX",2,1,27,27,10,3644,19.3,1.69,1.69,227.75,755.872,0,0,"0",0,0,18,8,18,22,9,5,154,10,0,1,3,2,1,"3644",756,"Stage5","TX",3
"1779",1883,"4/23/2023",11234,"ATL","SlasheR",2,"Control","El Asilo","TX",2,1.5,27,18,6,3259,21.37,1.69,1.13,203.69,807.392,1,0,"0",0,0,18,7,23,15,4,3,130,7,0,1,3,2,1,"3259",807,"Stage5","TX",3
"1780",1884,"4/23/2023",11234,"ATL","aBeZy",2,"Control","El Asilo","TX",2,1.19,31,26,6,3417,12.71,1.94,1.63,213.56,761.376,1,2,"0",0,0,16,4,24,20,7,6,132,16,0,1,3,2,1,"3417",761,"Stage5","TX",3
"1781",1885,"4/23/2023",11234,"TX","Dashy",2,"Control","El Asilo","TX",3,0.79,19,24,12,2797,20.74,1.19,1.5,174.81,777.696,0,1,"0",0,0,13,7,18,21,1,3,104,8,1,0,2,3,1,"2797",778,"Stage5","ATL",2
"1782",1886,"4/23/2023",11234,"TX","Ghosty",2,"Control","El Asilo","TX",3,0.58,15,26,6,1819,26.2,0.94,1.63,113.69,762.016,1,0,"0",0,0,26,10,11,19,4,7,67,14,1,0,2,3,1,"1819",762,"Stage5","ATL",2
"1783",1887,"4/23/2023",11234,"TX","Huke",2,"Control","El Asilo","TX",3,1.33,32,24,8,4092,15.66,2,1.5,255.75,774.256,1,1,"0",0,0,21,3,22,19,10,5,159,15,1,0,2,3,1,"4092",774,"Stage5","ATL",2
"1784",1888,"4/23/2023",11234,"TX","Shotzzy",2,"Control","El Asilo","TX",3,1.04,28,27,4,3156,14.61,1.75,1.69,197.25,758.896,1,0,"0",0,0,18,4,20,19,8,8,128,11,1,0,2,3,1,"3156",759,"Stage5","ATL",2
"1785",1889,"4/23/2023",11234,"ATL","Cellium",1,"S&D","Mercado Las Almas","TX",3,0.71,5,7,6,1328,23,0.38,0.54,102.15,479.648,1,2,"0",0,0,8,0,2,4,2,1,27,0,0,1,6,3,3,"1328",480,"Stage5","TX",3
"1786",1890,"4/23/2023",11234,"ATL","Simp",1,"S&D","Mercado Las Almas","TX",3,0.75,6,8,1,810,23.5,0.46,0.62,62.31,446.08,1,1,"0",0,0,7,0,1,3,4,3,34,0,0,1,6,3,3,"810",446,"Stage5","TX",3
"1787",1891,"4/23/2023",11234,"ATL","SlasheR",1,"S&D","Mercado Las Almas","TX",3,0.71,5,7,2,542,18.4,0.38,0.54,41.69,489.488,0,1,"0",0,0,9,0,4,5,1,1,24,0,0,1,6,3,3,"542",489,"Stage5","TX",3
"1788",1892,"4/23/2023",11234,"ATL","aBeZy",1,"S&D","Mercado Las Almas","TX",3,0.86,6,7,0,569,10.17,0.46,0.54,43.77,310.064,0,3,"0",0,0,7,0,4,6,1,0,23,2,0,1,6,3,3,"569",310,"Stage5","TX",3
"1789",1893,"4/23/2023",11234,"TX","Dashy",1,"S&D","Mercado Las Almas","TX",6,1,6,6,4,806,13.67,0.46,0.46,62,593.072,2,1,"0",0,0,7,0,4,1,0,4,23,0,1,0,3,6,3,"806",593,"Stage5","ATL",2
"1790",1894,"4/23/2023",11234,"TX","Ghosty",1,"S&D","Mercado Las Almas","TX",6,1.5,9,6,5,1215,28.11,0.69,0.46,93.46,582.992,0,0,"0",0,0,9,0,6,3,1,2,52,10,1,0,3,6,3,"1215",583,"Stage5","ATL",2
"1791",1895,"4/23/2023",11234,"TX","Huke",1,"S&D","Mercado Las Almas","TX",6,1,5,5,4,739,19.6,0.38,0.38,56.85,486.656,2,1,"0",0,0,9,0,2,3,2,2,21,1,1,0,3,6,3,"739",487,"Stage5","ATL",2
"1792",1896,"4/23/2023",11234,"TX","Shotzzy",1,"S&D","Mercado Las Almas","TX",6,1.8,9,5,0,1012,10.78,0.69,0.38,77.85,418.88,3,0,"0",0,0,6,0,6,4,2,0,33,2,1,0,3,6,3,"1012",419,"Stage5","ATL",2
"1793",1897,"4/23/2023",11234,"ATL","Cellium",0,"Hardpoint","Mercado Las Almas","TX",0,1.05,21,20,7,2500,19.76,2.63,2.5,312.5,401.696,0,0,"0",5,3,18,0,12,17,9,3,102,9,0,1,1,101,149,"2500",402,"Stage5","TX",3
"1794",1898,"4/23/2023",11234,"ATL","Simp",0,"Hardpoint","Mercado Las Almas","TX",0,0.64,14,22,6,1871,17.36,1.75,2.75,233.88,388.752,0,0,"0",1,3,16,0,7,17,7,5,74,6,0,1,1,101,149,"1871",389,"Stage5","TX",3
"1795",1899,"4/23/2023",11234,"ATL","SlasheR",0,"Hardpoint","Mercado Las Almas","TX",0,1.06,18,17,6,2518,17.28,2.25,2.13,314.75,416.64,0,0,"0",3,5,14,0,17,12,1,5,92,7,0,1,1,101,149,"2518",417,"Stage5","TX",3
"1796",1900,"4/23/2023",11234,"ATL","aBeZy",0,"Hardpoint","Mercado Las Almas","TX",0,0.46,11,24,5,1467,22.45,1.38,3,183.38,380.736,0,1,"0",2,4,15,0,6,16,5,8,63,8,0,1,1,101,149,"1467",381,"Stage5","TX",3
"1797",1901,"4/23/2023",11234,"TX","Dashy",0,"Hardpoint","Mercado Las Almas","TX",1,1.4,21,15,9,2402,14.81,2.63,1.88,300.25,422.784,0,0,"0",5,1,11,0,18,8,3,7,82,6,1,0,0,250,149,"2402",423,"Stage5","ATL",2
"1798",1902,"4/23/2023",11234,"TX","Ghosty",0,"Hardpoint","Mercado Las Almas","TX",1,1.07,16,15,10,1868,16.88,2,1.88,233.5,402.416,0,0,"0",3,2,14,0,11,9,5,6,64,10,1,0,0,250,149,"1868",402,"Stage5","ATL",2
"1799",1903,"4/23/2023",11234,"TX","Huke",0,"Hardpoint","Mercado Las Almas","TX",1,1.22,22,18,9,2623,16.91,2.75,2.25,327.88,383.344,1,0,"0",4,3,13,0,14,14,8,4,104,11,1,0,0,250,149,"2623",383,"Stage5","ATL",2
"1800",1904,"4/23/2023",11234,"TX","Shotzzy",0,"Hardpoint","Mercado Las Almas","TX",1,1.5,24,16,7,2544,11.54,3,2,318,391.68,0,0,"0",3,5,14,0,19,11,5,5,98,5,1,0,0,250,149,"2544",392,"Stage5","ATL",2
"1801",1905,"4/23/2023",11233,"ATL","Cellium",4,"S&D","Embassy","ATL",6,2,8,4,1,1217,33.63,0.53,0.27,81.13,628.016,0,2,"0",0,0,8,0,5,3,0,0,50,10,1,0,3,6,3,"1217",628,"Stage5","NY",3
"1802",1906,"4/23/2023",11233,"ATL","Simp",4,"S&D","Embassy","ATL",6,0.25,2,8,1,421,41.5,0.13,0.53,28.07,444.992,0,3,"0",0,0,8,0,1,6,1,1,18,2,1,0,3,6,3,"421",445,"Stage5","NY",3
"1803",1907,"4/23/2023",11233,"ATL","SlasheR",4,"S&D","Embassy","ATL",6,0.83,5,6,1,906,43.6,0.33,0.4,60.4,631.904,0,1,"0",0,0,9,0,2,3,2,2,37,6,1,0,3,6,3,"906",632,"Stage5","NY",3
"1804",1908,"4/23/2023",11233,"ATL","aBeZy",4,"S&D","Embassy","ATL",6,2,10,5,3,1261,17.7,0.67,0.33,84.07,593.568,1,2,"0",0,0,8,0,8,4,1,1,51,5,1,0,3,6,3,"1261",594,"Stage5","NY",3
"1805",1909,"4/23/2023",11233,"NY","HyDra",4,"S&D","Embassy","ATL",3,1.4,7,5,1,968,12.57,0.47,0.33,64.53,506.736,3,1,"0",0,0,1,0,5,4,1,1,31,2,0,1,6,3,3,"968",507,"Stage5","ATL",6
