"","X","Date","Match.ID","Team.Name","Player.Name","Game..","Mode","Map.Name","Win.Team","Rnds.Won","K.D","Kills","Deaths","Assist","Total.Dmg","Shots.per.Kill","Kills.Min","Deaths.Min","Dmg.Min","Total.Time.Alive","Total.First.Bloods","Total.First.Bloods.Deaths","Total.Hill.Time","Total.Rotation.Kills","Total.Rotation.Deaths","Total.Tacticals.Used","Total.Objective.Tiers.Contributed","Total.Untraded.Kills","Total.Untraded.Deaths","Total.Traded.Kills","Total.Traded.Deaths","Total.Shots.Hit","Total.Shots.Head","Total.Game.Win","Total.Game.Loss","Rnd.Lost","Total.Game.Score","Total.Game.Plus.Minus","Total.Dmg.Dealt","Duration","Stage","Opponent.Name","Total.Opp.Game.Score"
"1806",1910,"4/23/2023",11233,"NY","KiSMET",4,"S&D","Embassy","ATL",3,0.14,1,7,1,384,54,0.07,0.47,25.6,552.704,0,0,"0",0,0,7,0,0,5,1,2,14,2,0,1,6,3,3,"384",553,"Stage5","ATL",6
"1807",1911,"4/23/2023",11233,"NY","Priestahh",4,"S&D","Embassy","ATL",3,1.5,9,6,1,1523,31.22,0.6,0.4,101.53,694.128,3,0,"0",0,0,9,0,6,1,2,0,54,11,0,1,6,3,3,"1523",694,"Stage5","ATL",6
"1808",1912,"4/23/2023",11233,"NY","Skyz",4,"S&D","Embassy","ATL",3,0.86,6,7,0,930,23.5,0.4,0.47,62,568.512,3,1,"0",0,0,9,0,5,6,0,1,28,2,0,1,6,3,3,"930",569,"Stage5","ATL",6
"1809",1913,"4/23/2023",11233,"ATL","Simp",3,"Hardpoint","Embassy","ATL",1,0.96,22,23,8,2492,16.45,2.2,2.3,249.2,490.832,0,0,"0",4,4,14,0,16,16,6,7,102,12,1,0,0,250,63,"2492",491,"Stage5","NY",3
"1810",1914,"4/23/2023",11233,"ATL","SlasheR",3,"Hardpoint","Embassy","ATL",1,0.95,19,20,10,2473,15.95,1.9,2,247.3,489.376,0,0,"0",3,3,17,0,14,13,5,7,84,12,1,0,0,250,63,"2473",489,"Stage5","NY",3
"1811",1915,"4/23/2023",11233,"ATL","aBeZy",3,"Hardpoint","Embassy","ATL",1,0.88,23,26,7,3206,17.04,2.3,2.6,320.6,484.784,0,1,"0",2,5,15,0,16,19,7,7,112,9,1,0,0,250,63,"3206",485,"Stage5","NY",3
"1812",1916,"4/23/2023",11233,"NY","HyDra",3,"Hardpoint","Embassy","ATL",0,1.35,27,20,7,2633,11.59,2.7,2,263.3,515.52,1,0,"0",5,3,4,0,18,13,9,7,101,6,0,1,1,187,63,"2633",516,"Stage5","ATL",6
"1813",1917,"4/23/2023",11233,"NY","KiSMET",3,"Hardpoint","Embassy","ATL",0,0.61,17,28,8,2189,15.71,1.7,2.8,218.9,470.08,0,0,"0",2,7,8,0,13,20,4,8,81,5,0,1,1,187,63,"2189",470,"Stage5","ATL",6
"1814",1918,"4/23/2023",11233,"NY","Priestahh",3,"Hardpoint","Embassy","ATL",0,1,24,24,5,2688,15.21,2.4,2.4,268.8,491.296,0,0,"0",3,4,15,0,16,22,8,2,105,5,0,1,1,187,63,"2688",491,"Stage5","ATL",6
"1815",1919,"4/23/2023",11233,"NY","Skyz",3,"Hardpoint","Embassy","ATL",0,0.76,16,21,10,2716,25.25,1.6,2.1,271.6,513.824,0,0,"0",2,4,16,0,11,14,5,7,99,4,0,1,1,187,63,"2716",514,"Stage5","ATL",6
"1816",1920,"4/23/2023",11233,"ATL","Cellium",2,"Control","El Asilo","NY",1,1.44,26,18,6,2946,15.5,1.73,1.2,196.4,782.016,1,1,"0",0,0,18,4,21,13,5,5,116,10,0,1,3,1,-2,"2946",782,"Stage5","NY",3
"1817",1921,"4/23/2023",11233,"ATL","Simp",2,"Control","El Asilo","NY",1,0.93,26,28,5,3534,17.08,1.73,1.87,235.6,731.552,0,2,"0",0,0,17,5,20,20,6,8,133,22,0,1,3,1,-2,"3534",732,"Stage5","NY",3
"1818",1922,"4/23/2023",11233,"ATL","SlasheR",2,"Control","El Asilo","NY",1,0.7,16,23,4,2034,22.63,1.07,1.53,135.6,759.472,0,0,"0",0,0,18,4,11,20,5,3,76,11,0,1,3,1,-2,"2034",759,"Stage5","NY",3
"1819",1923,"4/23/2023",11233,"ATL","aBeZy",2,"Control","El Asilo","NY",1,0.89,24,27,5,2894,14.42,1.6,1.8,192.93,733.744,0,0,"0",0,0,16,2,22,19,2,8,124,8,0,1,3,1,-2,"2894",734,"Stage5","NY",3
"1820",1924,"4/23/2023",11233,"NY","HyDra",2,"Control","El Asilo","NY",3,0.59,16,27,8,2673,23.56,1.07,1.8,178.2,724.144,0,0,"0",0,0,6,5,12,19,4,8,114,9,1,0,1,3,-2,"2673",724,"Stage5","ATL",6
"1821",1925,"4/23/2023",11233,"NY","KiSMET",2,"Control","El Asilo","NY",3,1.2,30,25,8,3432,13.47,2,1.67,228.8,743.936,1,1,"0",0,0,19,7,21,22,9,3,131,12,1,0,1,3,-2,"3432",744,"Stage5","ATL",6
"1822",1926,"4/23/2023",11233,"NY","Priestahh",2,"Control","El Asilo","NY",3,0.91,20,22,5,2670,22,1.33,1.47,178,751.376,0,0,"0",0,0,22,6,14,18,6,4,104,3,1,0,1,3,-2,"2670",751,"Stage5","ATL",6
"1823",1927,"4/23/2023",11233,"NY","Skyz",2,"Control","El Asilo","NY",3,1.67,30,18,9,3848,16.17,2,1.2,256.53,782.256,2,0,"0",0,0,15,4,25,15,5,3,138,21,1,0,1,3,-2,"3848",782,"Stage5","ATL",6
"1824",1928,"4/23/2023",11233,"ATL","Cellium",1,"S&D","Breenbergh Hotel","ATL",6,0.78,7,9,1,945,31.86,0.37,0.47,49.74,665.136,3,3,"0",0,0,10,0,5,6,2,1,29,3,1,0,5,6,1,"945",665,"Stage5","NY",3
"1825",1929,"4/23/2023",11233,"ATL","Simp",1,"S&D","Breenbergh Hotel","ATL",6,1.29,9,7,1,919,13.33,0.47,0.37,48.37,710.336,2,1,"0",0,0,11,0,7,6,1,1,38,8,1,0,5,6,1,"919",710,"Stage5","NY",3
"1826",1930,"4/23/2023",11233,"ATL","SlasheR",1,"S&D","Breenbergh Hotel","ATL",6,0.63,5,8,1,952,24.6,0.26,0.42,50.11,667.232,1,1,"0",0,0,10,0,4,7,0,1,36,1,1,0,5,6,1,"952",667,"Stage5","NY",3
"1827",1931,"4/23/2023",11233,"ATL","aBeZy",1,"S&D","Breenbergh Hotel","ATL",6,3.2,16,5,2,1882,10.69,0.84,0.26,99.05,817.168,0,0,"0",0,0,10,0,10,4,1,0,68,9,1,0,5,6,1,"1882",817,"Stage5","NY",3
"1828",1932,"4/23/2023",11233,"NY","HyDra",1,"S&D","Breenbergh Hotel","ATL",5,1,8,8,3,1216,23.25,0.42,0.42,64,770.704,0,1,"0",0,0,8,0,5,4,2,2,53,4,0,1,6,5,1,"1216",771,"Stage5","ATL",6
"1829",1933,"4/23/2023",11233,"NY","KiSMET",1,"S&D","Breenbergh Hotel","ATL",5,0.7,7,10,1,1033,18.71,0.37,0.53,54.37,711.696,2,2,"0",0,0,10,0,6,8,0,1,37,5,0,1,6,5,1,"1033",712,"Stage5","ATL",6
"1830",1934,"4/23/2023",11233,"NY","Priestahh",1,"S&D","Breenbergh Hotel","ATL",5,0.5,5,10,4,1050,42.6,0.26,0.53,55.26,814.976,1,0,"0",0,0,11,0,5,5,0,1,38,1,0,1,6,5,1,"1050",815,"Stage5","ATL",6
"1831",1935,"4/23/2023",11233,"NY","Skyz",1,"S&D","Breenbergh Hotel","ATL",5,1,9,9,1,1065,28.22,0.47,0.47,56.05,711.728,2,3,"0",0,0,11,0,7,9,1,0,37,12,0,1,6,5,1,"1065",712,"Stage5","ATL",6
"1832",1936,"4/23/2023",11233,"ATL","Cellium",0,"Hardpoint","Zarqwa Hydroelectric","NY",0,0.7,16,23,2,1676,16.5,1.45,2.09,152.36,552.384,0,0,"0",5,5,22,0,8,19,8,4,62,8,0,1,1,160,-90,"1676",552,"Stage5","NY",3
"1833",1937,"4/23/2023",11233,"ATL","Simp",0,"Hardpoint","Zarqwa Hydroelectric","NY",0,0.76,22,29,4,3040,16.36,2,2.64,276.36,523.648,0,1,"0",4,7,24,0,13,20,9,9,116,7,0,1,1,160,-90,"3040",524,"Stage5","NY",3
"1834",1938,"4/23/2023",11233,"ATL","SlasheR",0,"Hardpoint","Zarqwa Hydroelectric","NY",0,1,19,19,12,2625,19.53,1.73,1.73,238.64,567.792,0,0,"0",0,7,19,0,14,13,5,6,91,9,0,1,1,160,-90,"2625",568,"Stage5","NY",3
"1835",1939,"4/23/2023",11233,"ATL","aBeZy",0,"Hardpoint","Zarqwa Hydroelectric","NY",0,1,26,26,8,3152,11.15,2.36,2.36,286.55,530.816,0,0,"0",5,6,17,0,16,20,10,6,123,13,0,1,1,160,-90,"3152",531,"Stage5","NY",3
"1836",1940,"4/23/2023",11233,"NY","HyDra",0,"Hardpoint","Zarqwa Hydroelectric","NY",1,0.92,23,25,11,2896,14.17,2.09,2.27,263.27,512.528,0,0,"0",4,3,1,0,18,14,5,11,115,9,1,0,0,250,-90,"2896",513,"Stage5","ATL",6
"1837",1941,"4/23/2023",11233,"NY","KiSMET",0,"Hardpoint","Zarqwa Hydroelectric","NY",1,1.23,27,22,7,2907,12.22,2.45,2,264.27,527.152,1,0,"0",4,3,16,0,17,15,10,7,107,12,1,0,0,250,-90,"2907",527,"Stage5","ATL",6
"1838",1942,"4/23/2023",11233,"NY","Priestahh",0,"Hardpoint","Zarqwa Hydroelectric","NY",1,1.65,28,17,5,2977,9.61,2.55,1.55,270.64,556.864,0,0,"0",9,3,16,0,23,12,5,5,103,5,1,0,0,250,-90,"2977",557,"Stage5","ATL",6
"1839",1943,"4/23/2023",11233,"NY","Skyz",0,"Hardpoint","Zarqwa Hydroelectric","NY",1,1,19,19,9,2762,18.53,1.73,1.73,251.09,565.856,0,0,"0",8,5,15,0,14,10,5,9,97,9,1,0,0,250,-90,"2762",566,"Stage5","ATL",6
"1840",1944,"4/23/2023",11223,"LAT","Drazah",5,"Control","El Asilo","LAT",3,0.83,19,23,11,2441,18.95,1.19,1.44,152.56,764.576,0,0,"0",0,0,19,7,14,17,4,6,85,9,1,0,2,3,1,"2441",765,"Stage5","TX",2
"1841",1945,"4/23/2023",11223,"LAT","Envoy",5,"Control","El Asilo","LAT",3,0.88,21,24,8,2723,18.52,1.31,1.5,170.19,760.752,0,2,"0",0,0,22,11,18,12,3,12,107,9,1,0,2,3,1,"2723",761,"Stage5","TX",2
"1842",1946,"4/23/2023",11223,"LAT","Kenny",5,"Control","El Asilo","LAT",3,1.43,30,21,7,3686,12.9,1.88,1.31,230.38,767.712,1,1,"0",0,0,15,4,26,17,4,4,137,13,1,0,2,3,1,"3686",768,"Stage5","TX",2
"1843",1947,"4/23/2023",11223,"LAT","Octane",5,"Control","El Asilo","LAT",3,1.15,23,20,10,2608,19.52,1.44,1.25,163,779.488,1,0,"0",0,0,15,7,21,16,2,4,97,13,1,0,2,3,1,"2608",779,"Stage5","TX",2
"1844",1948,"4/23/2023",11223,"TX","Dashy",5,"Control","El Asilo","LAT",2,0.76,16,21,4,2584,22.81,1,1.31,161.5,774.56,0,1,"0",0,0,9,2,12,18,4,3,100,13,0,1,3,2,1,"2584",775,"Stage5","LAT",3
"1845",1949,"4/23/2023",11223,"TX","Ghosty",5,"Control","El Asilo","LAT",2,1.04,24,23,4,2921,18.83,1.5,1.44,182.56,759.232,0,1,"0",0,0,22,3,15,23,9,0,104,11,0,1,3,2,1,"2921",759,"Stage5","LAT",3
"1846",1950,"4/23/2023",11223,"TX","Huke",5,"Control","El Asilo","LAT",2,0.96,23,24,5,2954,15.91,1.44,1.5,184.63,754.688,3,0,"0",0,0,21,1,18,20,5,4,117,6,0,1,3,2,1,"2954",755,"Stage5","LAT",3
"1847",1951,"4/23/2023",11223,"TX","Shotzzy",5,"Control","El Asilo","LAT",2,1,25,25,9,3533,21.76,1.56,1.56,220.81,757.456,0,0,"0",0,0,23,8,17,18,8,6,136,6,0,1,3,2,1,"3533",757,"Stage5","LAT",3
"1848",1952,"4/23/2023",11223,"LAT","Drazah",4,"S&D","El Asilo","LAT",6,1,6,6,1,780,11.33,0.38,0.38,48.75,548.336,4,2,"0",0,0,9,0,4,5,1,1,25,6,1,0,4,6,2,"780",548,"Stage5","TX",2
"1849",1953,"4/23/2023",11223,"LAT","Envoy",4,"S&D","El Asilo","LAT",6,1.2,6,5,1,787,17.83,0.38,0.31,49.19,659.664,1,1,"0",0,0,8,0,5,3,0,1,32,5,1,0,4,6,2,"787",660,"Stage5","TX",2
"1850",1954,"4/23/2023",11223,"LAT","Kenny",4,"S&D","El Asilo","LAT",6,1.13,9,8,2,1106,15,0.56,0.5,69.13,575.92,0,1,"0",0,0,7,0,6,5,1,3,45,6,1,0,4,6,2,"1106",576,"Stage5","TX",2
"1851",1955,"4/23/2023",11223,"LAT","Octane",4,"S&D","El Asilo","LAT",6,1.6,8,5,2,1430,29.88,0.5,0.31,89.38,678.944,0,1,"0",0,0,6,0,7,2,0,0,54,1,1,0,4,6,2,"1430",679,"Stage5","TX",2
"1852",1956,"4/23/2023",11223,"TX","Dashy",4,"S&D","El Asilo","LAT",4,1,8,8,1,967,9.38,0.5,0.5,60.44,635.008,1,1,"0",0,0,5,0,4,4,4,1,33,4,0,1,6,4,2,"967",635,"Stage5","LAT",3
"1853",1957,"4/23/2023",11223,"TX","Ghosty",4,"S&D","El Asilo","LAT",4,1.33,8,6,1,1067,22.88,0.5,0.38,66.69,620.992,2,1,"0",0,0,7,0,6,5,0,0,34,3,0,1,6,4,2,"1067",621,"Stage5","LAT",3
"1854",1958,"4/23/2023",11223,"TX","Huke",4,"S&D","El Asilo","LAT",4,0.43,3,7,3,533,24,0.19,0.44,33.31,622.112,0,0,"0",0,0,6,0,2,5,0,1,22,1,0,1,6,4,2,"533",622,"Stage5","LAT",3
"1855",1959,"4/23/2023",11223,"TX","Shotzzy",4,"S&D","El Asilo","LAT",4,0.63,5,8,1,1037,18.8,0.31,0.5,64.81,484.592,2,3,"0",0,0,7,0,3,8,1,0,37,2,0,1,6,4,2,"1037",485,"Stage5","LAT",3
"1856",1960,"4/23/2023",11223,"LAT","Drazah",3,"Hardpoint","El Bagra Fortress","TX",0,0.76,16,21,4,1976,12.88,1.78,2.33,219.56,428.848,1,0,"0",4,2,12,0,11,16,5,5,68,7,0,1,1,138,-112,"1976",429,"Stage5","TX",2
"1857",1961,"4/23/2023",11223,"LAT","Envoy",3,"Hardpoint","El Bagra Fortress","TX",0,0.58,15,26,9,2175,23.47,1.67,2.89,241.67,387.648,0,0,"0",5,6,21,0,8,20,7,6,79,4,0,1,1,138,-112,"2175",388,"Stage5","TX",2
"1858",1962,"4/23/2023",11223,"LAT","Kenny",3,"Hardpoint","El Bagra Fortress","TX",0,0.67,18,27,5,2016,16.11,2,3,224,379.168,0,0,"0",3,7,10,0,12,20,6,7,79,7,0,1,1,138,-112,"2016",379,"Stage5","TX",2
"1859",1963,"4/23/2023",11223,"LAT","Octane",3,"Hardpoint","El Bagra Fortress","TX",0,1.16,22,19,4,2928,16.77,2.44,2.11,325.33,433.76,0,0,"0",5,1,7,0,15,17,7,2,111,8,0,1,1,138,-112,"2928",434,"Stage5","TX",2
"1860",1964,"4/23/2023",11223,"TX","Dashy",3,"Hardpoint","El Bagra Fortress","TX",1,1.47,25,17,8,3165,12.56,2.78,1.89,351.67,426.144,0,0,"0",3,5,15,0,23,10,2,7,118,11,1,0,0,250,-112,"3165",426,"Stage5","LAT",3
"1861",1965,"4/23/2023",11223,"TX","Ghosty",3,"Hardpoint","El Bagra Fortress","TX",1,1.43,20,14,2,2002,15.7,2.22,1.56,222.44,448.64,0,0,"0",4,2,10,0,13,10,7,4,73,10,1,0,0,250,-112,"2002",449,"Stage5","LAT",3
"1862",1966,"4/23/2023",11223,"TX","Huke",3,"Hardpoint","El Bagra Fortress","TX",1,1.42,27,19,9,3213,15.04,3,2.11,357,439.36,0,1,"0",5,7,17,0,22,13,5,6,129,10,1,0,0,250,-112,"3213",439,"Stage5","LAT",3
"1863",1967,"4/23/2023",11223,"TX","Shotzzy",3,"Hardpoint","El Bagra Fortress","TX",1,1,21,21,8,2223,11.33,2.33,2.33,247,389.776,0,0,"0",5,4,18,0,15,13,6,8,81,7,1,0,0,250,-112,"2223",390,"Stage5","LAT",3
"1864",1968,"4/23/2023",11223,"LAT","Drazah",2,"Control","","LAT",3,1.22,22,18,3,2546,14.18,1.57,1.29,181.86,692.048,0,1,"0",0,0,15,8,18,15,5,3,91,11,1,0,1,3,2,"2546",692,"Stage5","TX",2
"1865",1969,"4/23/2023",11223,"LAT","Envoy",2,"Control","","LAT",3,1.18,20,17,5,2264,19.3,1.43,1.21,161.71,700.336,0,0,"0",0,0,15,5,18,11,2,6,100,4,1,0,1,3,2,"2264",700,"Stage5","TX",2
"1866",1970,"4/23/2023",11223,"LAT","Kenny",2,"Control","","LAT",3,1.1,23,21,7,3087,17.65,1.64,1.5,220.5,681.904,0,0,"0",0,0,14,1,18,16,5,5,123,10,1,0,1,3,2,"3087",682,"Stage5","TX",2
"1867",1971,"4/23/2023",11223,"LAT","Octane",2,"Control","","LAT",3,1.22,22,18,8,3398,19.59,1.57,1.29,242.71,692.672,2,1,"0",0,0,13,11,20,17,2,1,125,12,1,0,1,3,2,"3398",693,"Stage5","TX",2
"1868",1972,"4/23/2023",11223,"TX","Dashy",2,"Control","","LAT",1,1.15,23,20,4,3098,14.91,1.64,1.43,221.29,681.504,1,2,"0",0,0,9,5,19,17,4,3,115,10,0,1,3,1,2,"3098",682,"Stage5","LAT",3
"1869",1973,"4/23/2023",11223,"TX","Ghosty",2,"Control","","LAT",1,0.8,16,20,4,2566,25.13,1.14,1.43,183.29,684.944,0,0,"0",0,0,20,5,14,16,2,4,94,10,0,1,3,1,2,"2566",685,"Stage5","LAT",3
"1870",1974,"4/23/2023",11223,"TX","Huke",2,"Control","","LAT",1,0.89,17,19,4,2061,18.82,1.21,1.36,147.21,686.704,1,0,"0",0,0,17,4,15,15,2,4,81,6,0,1,3,1,2,"2061",687,"Stage5","LAT",3
"1871",1975,"4/23/2023",11223,"TX","Shotzzy",2,"Control","","LAT",1,0.64,18,28,4,2390,14.28,1.29,2,170.71,639.136,0,0,"0",0,0,21,4,11,26,7,3,85,10,0,1,3,1,2,"2390",639,"Stage5","LAT",3
"1872",1976,"4/23/2023",11223,"LAT","Drazah",1,"S&D","Breenbergh Hotel","TX",3,0.83,5,6,0,603,14.4,0.33,0.4,40.2,569.2,1,0,"0",0,0,9,0,3,4,1,0,23,4,0,1,6,3,-3,"603",569,"Stage5","TX",2
"1873",1977,"4/23/2023",11223,"LAT","Envoy",1,"S&D","Breenbergh Hotel","TX",3,0.75,6,8,1,777,18.67,0.4,0.53,51.8,444.064,2,1,"0",0,0,6,0,3,8,3,0,30,4,0,1,6,3,-3,"777",444,"Stage5","TX",2
"1874",1978,"4/23/2023",11223,"LAT","Kenny",1,"S&D","Breenbergh Hotel","TX",3,1.5,9,6,1,1139,17.44,0.6,0.4,75.93,510.496,3,1,"0",0,0,7,0,4,5,3,1,42,2,0,1,6,3,-3,"1139",510,"Stage5","TX",2
"1875",1979,"4/23/2023",11223,"LAT","Octane",1,"S&D","Breenbergh Hotel","TX",3,0.5,4,8,3,664,26.5,0.27,0.53,44.27,595.152,0,1,"0",0,0,7,0,1,2,3,2,23,5,0,1,6,3,-3,"664",595,"Stage5","TX",2
"1876",1980,"4/23/2023",11223,"TX","Dashy",1,"S&D","Breenbergh Hotel","TX",6,0.57,4,7,6,1140,28.25,0.27,0.47,76,496.256,0,1,"0",0,0,6,0,2,2,1,4,35,4,1,0,3,6,-3,"1140",496,"Stage5","LAT",3
"1877",1981,"4/23/2023",11223,"TX","Ghosty",1,"S&D","Breenbergh Hotel","TX",6,1.33,8,6,3,870,20.63,0.53,0.4,58,625.168,0,0,"0",0,0,9,0,6,1,1,4,32,2,1,0,3,6,-3,"870",625,"Stage5","LAT",3
"1878",1982,"4/23/2023",11223,"TX","Huke",1,"S&D","Breenbergh Hotel","TX",6,0.83,5,6,2,790,20.4,0.33,0.4,52.67,577.952,0,2,"0",0,0,7,0,3,4,0,2,29,4,1,0,3,6,-3,"790",578,"Stage5","LAT",3
"1879",1983,"4/23/2023",11223,"TX","Shotzzy",1,"S&D","Breenbergh Hotel","TX",6,2.2,11,5,0,874,9.73,0.73,0.33,58.27,499.936,3,3,"0",0,0,8,0,8,4,1,0,38,4,1,0,3,6,-3,"874",500,"Stage5","LAT",3
"1880",1984,"4/23/2023",11223,"LAT","Drazah",0,"Hardpoint","Zarqwa Hydroelectric","LAT",1,1.3,26,20,5,2800,10.81,2.36,1.82,254.55,566.912,1,0,"0",4,4,17,0,19,13,7,7,104,10,1,0,0,250,50,"2800",567,"Stage5","TX",2
"1881",1985,"4/23/2023",11223,"LAT","Envoy",0,"Hardpoint","Zarqwa Hydroelectric","LAT",1,0.74,20,27,9,2654,20.3,1.82,2.45,241.27,521.584,0,0,"0",4,7,24,0,14,18,6,9,109,15,1,0,0,250,50,"2654",522,"Stage5","TX",2
"1882",1986,"4/23/2023",11223,"LAT","Kenny",0,"Hardpoint","Zarqwa Hydroelectric","LAT",1,1.13,26,23,7,3200,13.65,2.36,2.09,290.91,543.984,0,0,"0",2,5,17,0,18,15,8,8,126,8,1,0,0,250,50,"3200",544,"Stage5","TX",2
"1883",1987,"4/23/2023",11223,"LAT","Octane",0,"Hardpoint","Zarqwa Hydroelectric","LAT",1,1.4,28,20,8,2886,11.79,2.55,1.82,262.36,544.688,0,0,"0",4,4,12,0,23,13,5,7,116,4,1,0,0,250,50,"2886",545,"Stage5","TX",2
"1884",1988,"4/23/2023",11223,"TX","Dashy",0,"Hardpoint","Zarqwa Hydroelectric","LAT",0,0.92,24,26,9,3150,11.71,2.18,2.36,286.36,528.224,0,0,"0",7,4,13,0,18,20,6,6,110,7,0,1,1,200,50,"3150",528,"Stage5","LAT",3
"1885",1989,"4/23/2023",11223,"TX","Ghosty",0,"Hardpoint","Zarqwa Hydroelectric","LAT",0,0.64,16,25,7,1898,21.69,1.45,2.27,172.55,533.296,0,0,"0",4,5,23,0,12,15,4,10,69,4,0,1,1,200,50,"1898",533,"Stage5","LAT",3
"1886",1990,"4/23/2023",11223,"TX","Huke",0,"Hardpoint","Zarqwa Hydroelectric","LAT",0,0.88,23,26,9,2948,15.17,2.09,2.36,268,540.864,0,1,"0",3,3,22,0,14,22,9,4,107,7,0,1,1,200,50,"2948",541,"Stage5","LAT",3
"1887",1991,"4/23/2023",11223,"TX","Shotzzy",0,"Hardpoint","Zarqwa Hydroelectric","LAT",0,1.17,27,23,9,2868,12.74,2.45,2.09,260.73,555.456,0,0,"0",6,2,15,0,15,17,12,6,104,5,0,1,1,200,50,"2868",555,"Stage5","LAT",3
"1888",1992,"4/23/2023",11222,"LAT","Drazah",3,"Hardpoint","Mercado Las Almas","LAT",1,1.87,28,15,8,2742,12.89,3.11,1.67,304.67,444.656,0,0,"0",7,1,15,0,23,6,5,9,112,11,1,0,0,250,-101,"2742",445,"Stage5","TX",149
"1889",1993,"4/23/2023",11222,"LAT","Envoy",3,"Hardpoint","Mercado Las Almas","LAT",1,1.55,31,20,10,3137,15.06,3.44,2.22,348.56,469.568,0,0,"0",5,3,18,0,23,12,8,8,138,8,1,0,0,250,-101,"3137",470,"Stage5","TX",149
"1890",1994,"4/23/2023",11222,"LAT","Kenny",3,"Hardpoint","Mercado Las Almas","LAT",1,1.19,25,21,12,3197,17.24,2.78,2.33,355.22,416.672,0,0,"0",6,4,16,0,20,10,5,11,132,8,1,0,0,250,-101,"3197",417,"Stage5","TX",149
"1891",1995,"4/23/2023",11222,"LAT","Octane",3,"Hardpoint","Mercado Las Almas","LAT",1,1.22,22,18,12,3002,15.45,2.44,2,333.56,473.504,1,0,"0",5,1,11,0,21,11,1,7,102,7,1,0,0,250,-101,"3002",474,"Stage5","TX",149
"1892",1996,"4/23/2023",11222,"TX","Dashy",3,"Hardpoint","Mercado Las Almas","LAT",0,1.09,24,22,7,2874,13.58,2.67,2.44,319.33,452.88,0,0,"0",2,6,13,0,16,19,8,3,106,18,0,1,1,149,-101,"2874",453,"Stage5","LAT",250
"1893",1997,"4/23/2023",11222,"TX","Ghosty",3,"Hardpoint","Mercado Las Almas","LAT",0,0.81,22,27,8,2774,16.77,2.44,3,308.22,428.144,0,0,"0",4,5,24,0,11,19,11,8,100,9,0,1,1,149,-101,"2774",428,"Stage5","LAT",250
"1894",1998,"4/23/2023",11222,"TX","Huke",3,"Hardpoint","Mercado Las Almas","LAT",0,0.59,16,27,5,2156,19.5,1.78,3,239.56,423.408,0,0,"0",1,5,19,0,9,25,7,2,96,7,0,1,1,149,-101,"2156",423,"Stage5","LAT",250
"1895",1999,"4/23/2023",11222,"TX","Shotzzy",3,"Hardpoint","Mercado Las Almas","LAT",0,0.4,12,30,8,1807,18.67,1.33,3.33,200.78,416.224,0,1,"0",2,7,20,0,3,24,9,6,66,2,0,1,1,149,-101,"1807",416,"Stage5","LAT",250
"1896",2000,"4/23/2023",11222,"LAT","Drazah",2,"Control","","TX",1,0.46,11,24,10,2016,19.45,0.73,1.6,134.4,712,0,0,"0",0,0,19,4,8,20,3,4,70,5,0,1,3,1,2,"2016",712,"Stage5","TX",149
"1897",2001,"4/23/2023",11222,"LAT","Envoy",2,"Control","","TX",1,0.93,26,28,5,2882,16.42,1.73,1.87,192.13,691.456,0,0,"0",0,0,27,2,16,23,10,5,118,10,0,1,3,1,2,"2882",691,"Stage5","TX",149
"1898",2002,"4/23/2023",11222,"LAT","Kenny",2,"Control","","TX",1,0.71,22,31,7,3048,20.36,1.47,2.07,203.2,685.056,0,2,"0",0,0,16,0,16,21,6,9,128,13,0,1,3,1,2,"3048",685,"Stage5","TX",149
"1899",2003,"4/23/2023",11222,"LAT","Octane",2,"Control","","TX",1,1.5,30,20,6,3532,15.9,2,1.33,235.47,718.464,2,0,"0",0,0,8,5,24,12,5,8,131,20,0,1,3,1,2,"3532",718,"Stage5","TX",149
"1900",2004,"4/23/2023",11222,"TX","Dashy",2,"Control","","TX",3,1.16,22,19,14,2999,17.64,1.47,1.27,199.93,726.032,0,1,"0",0,0,11,1,16,13,5,6,110,14,1,0,1,3,2,"2999",726,"Stage5","LAT",250
"1901",2005,"4/23/2023",11222,"TX","Ghosty",2,"Control","","TX",3,1.32,25,19,7,2869,18.44,1.67,1.27,191.27,731.968,1,0,"0",0,0,20,6,18,16,7,2,109,9,1,0,1,3,2,"2869",732,"Stage5","LAT",250
"1902",2006,"4/23/2023",11222,"TX","Huke",2,"Control","","TX",3,1.04,26,25,14,3591,19.65,1.73,1.67,239.4,698.784,0,0,"0",0,0,19,4,22,16,4,9,144,13,1,0,1,3,2,"3591",699,"Stage5","LAT",250
"1903",2007,"4/23/2023",11222,"TX","Shotzzy",2,"Control","","TX",3,1.15,30,26,4,3145,14,2,1.73,209.67,687.04,1,1,"0",0,0,19,3,20,19,10,7,128,11,1,0,1,3,2,"3145",687,"Stage5","LAT",250
"1904",2008,"4/23/2023",11222,"LAT","Drazah",1,"S&D","El Bagra Fortress","LAT",6,2.67,8,3,2,999,10,0.89,0.33,111,325.92,3,1,"0",0,0,7,0,6,2,1,0,29,5,1,0,2,6,-4,"999",326,"Stage5","TX",149
"1905",2009,"4/23/2023",11222,"LAT","Envoy",1,"S&D","El Bagra Fortress","LAT",6,1.5,6,4,1,631,16.17,0.67,0.44,70.11,303.6,0,1,"0",0,0,8,0,3,4,0,0,26,5,1,0,2,6,-4,"631",304,"Stage5","TX",149
